title,deadline,country,estimated_value_eur,tender_url,notice_id,cpv_codes,description,buyer_name
Dental Sundries,2026-06-25,SCT,13000000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000832732,rls-14-MAY556575,33141800,"This lot will be awarded as a Multi Supplier Unranked award were we envisage awarding 4 suppliers.
 This contract framework is for the provision of Dental Sundries for NHSS Health Boards including the following commodity groups;
 Consumables, Standard Endodontics, Finishing and Polishing, General Hygiene, Hand Instruments, Hand Pieces, Impressions, Linings and Cements, Matrix Systems, Oral Hygiene, Pins & Posts, Prevention, Restoratives, Rotary Instruments, Surgical, Temporary Crowns and Materials.
 For NHSS Hospital locations. General Dental Practitioners (GDPs) are not in scope for this framework. This lot will be awarded as a Multi Supplier Unranked award were we envisage awarding 4 suppliers.
 This contract framework is for the provision of Dental Sundries for NHSS Health Boards including the following commodity groups;
 Consumables, Standard Endodontics, Finishing and Polishing, General Hygiene, Hand Instruments, Hand Pieces, Impressions, Linings and Cements, Matrix Systems, Oral Hygiene, Pins & Posts, Prevention, Restoratives, Rotary Instruments, Surgical, Temporary Crowns and Materials.
 For NHSS Hospital locations. General Dental Practitioners (GDPs) are not in scope for this framework. This lot will be awarded as a Multi Supplier Unranked award were we envisage awarding 4 suppliers.
 This contract framework is for the provision of Dental Sundries for NHSS Health Boards including the following commodity groups;
 Consumables, Standard Endodontics, Finishing and Polishing, General Hygiene, Hand Instruments, Hand Pieces, Impressions, Linings and Cements, Matrix Systems, Oral Hygiene, Pins & Posts, Prevention, Restoratives, Rotary Instruments, Surgical, Temporary Crowns and Materials.
 For NHSS Hospital locations. General Dental Practitioners (GDPs) are not in scope for this framework. This lot will be awarded as a Multi Supplier Unranked award were we envisage awarding 4 suppliers.
 This contract framework is for the provision of Dental Sundries for NHSS Health Boards including the following commodity groups;
 Consumables, Standard Endodontics, Finishing and Polishing, General Hygiene, Hand Instruments, Hand Pieces, Impressions, Linings and Cements, Matrix Systems, Oral Hygiene, Pins & Posts, Prevention, Restoratives, Rotary Instruments, Surgical, Temporary Crowns and Materials.
 For NHSS Hospital locations. General Dental Practitioners (GDPs) are not in scope for this framework. This lot will be awarded as a Multi Supplier Unranked award were we envisage awarding 4 suppliers.
 This contract framework is for the provision of Dental Sundries for NHSS Health Boards including the following commodity groups;
 Consumables, Standard Endodontics, Finishing and Polishing, General Hygiene, Hand Instruments, Hand Pieces, Impressions, Linings and Cements, Matrix Systems, Oral Hygiene, Pins & Posts, Prevention, Restoratives, Rotary Instruments, Surgical, Temporary Crowns and Materials.
 For NHSS Hospital locations. General Dental Practitioners (GDPs) are not in scope for this framework. This lot will be awarded as a Multi Supplier Unranked award were we envisage awarding 4 suppliers.
 This contract framework is for the provision of Dental Sundries for NHSS Health Boards including the following commodity groups;
 Consumables, Standard Endodontics, Finishing and Polishing, General Hygiene, Hand Instruments, Hand Pieces, Impressions, Linings and Cements, Matrix Systems, Oral Hygiene, Pins & Posts, Prevention, Restoratives, Rotary Instruments, Surgical, Temporary Crowns and Materials.
 For NHSS Hospital locations. General Dental Practitioners (GDPs) are not in scope for this framework.",The Common Services Agency (more commonly known as Public Services Delivery Scotland) (PSD Scotland)
PURCH2887 Provision of CVRU Rack Washer Replacement,2026-06-23,SCT,,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000832618,rls-25-MAY556372,33100000 42995000,"PURCH2887 Provision of CVRU Rack Washer Replacement for the Period of Three Years with the Option to Extend for a Further Two Periods of Twelve Months
 The University Cardiovascular Research Unit (CVRU) requires a new rack washer to handle variety of cage types and accessories (rodent and lagomorph cages; IVC racks; rabbit pens; environmental enrichment, water bottles).
 Please refer to the âPURCH2887 â Invitation to Tenderâ for further details and specification",University of Glasgow
Operating Tables & Theatre Lighting,2026-06-22,SCT,2000000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000826313,rls-30-MAY556234,31524110 33162100 33169000 33192230 39143112,"The supply and delivery of mobile operating tables. All suppliers awarded to the framework must be able to provide a full project management service which includes pre-installation assessment, supply, delivery, assembly, final placement, installation and handover. The supply and delivery of transfer systems. All suppliers awarded to the framework must be able to provide a full project management service which includes pre-installation assessment, supply, delivery, assembly, final placement, installation and handover. The supply and delivery of surgical trolley systems. All suppliers awarded to the framework must be able to provide a full project management service which includes pre-installation assessment, supply, delivery, assembly, final placement, installation and handover. The supply and delivery of theatre lighting. All suppliers awarded to the framework must be able to provide a full project management service which includes pre-installation assessment, supply, delivery, assembly, final placement, installation and handover. The supply and delivery of mattresses. All suppliers awarded to the framework must be able to provide a full project management service which includes pre-installation assessment, supply, delivery, assembly, final placement, installation and handover. The supply and delivery of pendants. All suppliers awarded to the framework must be able to provide a full project management service which includes pre-installation assessment, supply, delivery, assembly, final placement, installation and handover.",The Common Services Agency (more commonly known as NHS National Services Scotland) (NSS)
NP49426a Transition Medicines,2026-06-22,SCT,61847781.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000832157,rls-33-MAY556209,33600000,"Supply of RSV Monoclonal Antibody Medicines to NHS Scotland. The Authority intends to award this Lot as an unranked multi supplier Framework Agreement per product line. Supply of skin medicines to NHS Scotland. The Authority intends to award this Lot as a ranked multi supplier Framework Agreement per product line. Supply of Analgesics, Anaesthetics & MSD Generics medicines to NHS Scotland. The Authority intends to award this Lot as a ranked multi supplier Framework Agreement per product line. Supply of Psychiatry and Neurology Medicines to NHS Scotland. The Authority intends to award this Lot as a ranked multi supplier Framework Agreement per product line. Supply of Cancer Medicines to NHS Scotland. The Authority intends to award this Lot as a ranked multi supplier Framework Agreement per product line. Supply of Gastrointestinal, Endocrine, Nutrition, Blood Medicines to NHS Scotland. The Authority intends to award this Lot as a ranked multi supplier Framework Agreement per product line. Supply of Antimicrobial and Genitourinary Medicines to NHS Scotland. The Authority intends to award this Lot as
 a ranked multi supplier Framework Agreement per product line. Supply of Cardiovascular, Respiratory, and HIV Medicines to NHS Scotland. The Authority intends to award this Lot as
 a ranked multi supplier Framework Agreement per product line.",The Common Services Agency (more commonly known as Public Services Delivery Scotland) (PSD Scotland)
NHS Lothian Radiotherapy Linacs,2026-06-09,SCT,5700000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000829960,rls-75-MAY555468,33150000,"A linac to match and provide back-up to LA6 with nominal energies 6 MV and 10 MV, including Flattening Filter Free (FFF) A linac capable of on-line Adaptive Radiotherapy (ART)",Lothian Health Board
NHS Greater Glasgow & Clyde OMS TPS Replacement,2026-06-02,SCT,2600000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000828961,rls-101-MAY555053,33150000 33151000,"The Oncology Management System (OMS) must operate as a single entity across the Beatson and be able to accommodate radiotherapy data and images for upwards of 230,000 patients, with over 4,000,000 treatment histories, and have the capacity for increases in radiotherapy workload for the next five years. The estimated increase in database growth is 10GB per annum with accompanying image storage growth of approximately 2TB per annum. The Treatment Planning System is intended to be the departmentâs primary pre-treatment planning system for almost all radical and palliative treatments.
 To this extent the system requires capacity to host a large number of simultaneous users executing a variety of planning functions such as outlining, optimisation and dose calculation.",NHS Greater Glasgow and Clyde
Intravenous & Topical Fluids,2026-07-27,SCT,39671652.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000830029,rls-1-JUN558819,33600000,"Supply of Glucose 5%, Sodium Chloride 0.9% 50ml, 100ml, 250ml Infusion Bags to NHS Scotland. The Authority intends awarding each product line as a multi-supplier unranked framework agreement on a line by line basis and it is envisaged a maximum of three (3) Framework Participants will be awarded to each line. Full details of Goods and volumes can be found within the ITT documents. Supply of Needle Free Infusion Bags to NHS Scotland in a range of presentations. The Authority intends awarding each product line as a multi-supplier unranked framework agreement on a line by line basis and it is envisaged a maximum of three (3) Framework Participants will be awarded to each line. Full details can be found within the ITT Supply of Unlicensed Infusion Bags to NHS Scotland in a range of presentations. The Authority intends awarding each product line as a multi-supplier unranked framework agreement on a line by line basis and it is envisaged a maximum of three (3) Framework Participants will be awarded to each line. Full details of Goods and volumes can be found within the ITT documents. Supply of a range of Licensed Infusion Bags to NHS Scotland in a range of presentations. The Authority intends awarding each product line as a multi-supplier unranked framework agreement on a line by line basis and it is envisaged a maximum of three (3) Framework Participants will be awarded to each line. Full details of Goods and volumes can be found within the ITT documents. Supply of all other Intravenous & Topical Fluids and topical fluids to NHS Scotland. The Authority intends awarding each product line within this Lot to a single Framework Participant. Full details can be found within the ITT.","The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")"
Wound Management Products,2026-07-24,SCT,34000000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000834079,rls-15-JUN558538,33141111,"Lot Three (3) is for Odour Management Dressing - Non-Absorbent
 in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Two (2) is for Antimicrobial Odour Management Dressing	Absorbent Dressing plus Silver in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Five (5) is for Fibre Gel Dressing with Silver in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Four (4) is for Fibre Gel Dressing with Silver Fibre in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Six (6) is for Alginate Dressing with Silver in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Seven (7) is for Non Surgical Haemostatic Dressing with Haemostatic Properties in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Nine (9) is for Antimicrobial Gel Light to Moderate Exuding Wounds in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Eight (8) is for Antimicrobial Gel	Moderate to Heavily Exuding Wounds Gel in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Ten (10) is for Alginate Dressings Fibre in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Eleven (11) is for Super Absorbent Dressing with backing (all variants) in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Twelve (12) is for Super Absorbent Dressing without backing in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers Lot Thirteen (13) is for Self-adhering dressing (DFU) Two-part multi layered, multimodal wound dressing in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Fourteen (14) is for Nano-oligosaccharide factor dressing (DFU) Absorbent hydrocellular lipido-colloid dressing in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Fifteen (15) is for Fibre Dressing with Foam Backing bordered (all variants) in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Sixteen (16) is for Fibre Dressing with Foam Backing (non bordered) in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Seventeen (17) is for Antimicrobial Dressing - absorbent (adhesive) bordered/non bordered in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5) suppliers. Lot Eighteen (18) is for Antimicrobial Dressing - absorbent (non-adhesive) Bordered/Non Bordered in various sizes which are specified in the Pricing Schedule.
 This Lot will be awarded as a Multi Supplier Ranked Award with a Maximum of Five (5)",The Common Services Agency (more commonly known as Public Services Delivery Scotland) (PSD Scotland)
NP86626 - Swab Collection Devices,2026-07-16,SCT,2516304.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000831799,rls-40-JUN558046,33140000,"VTM is supplied in a colour free plastic (polypropylene) tube containing a prefilled level of transport medium. VTM is intended to be used for the collection and preservation and/or transportation of clinical specimen (e.g. mucus, sputum, vaginal secretions, faeces, urine) collected from any body part for in vitro diagnostic procedures. Sample Collection Kit 1ml fill VTM
 IVD Kit contains prefilled tube containing 1ml of VTM with green screw cap and sterile swab with Breakpoint.
 Sample Collection Kit 3ml fill VTM
 IVD Kit contains prefilled tube containing 3ml of VTM with green screw cap and sterile swab with Breakpoint. Individual Tubes containing Inactivation Medium
 Tube containing 2ml pre-filled level of Inactivation Medium, with RED screw cap.
 Inactivation medium is supplied in a colour free plastic (polypropylene) tube containing a prefilled level of inactivation medium. Inactivation medium is intended to be used for the collection and preservation and/or transportation of clinical specimen (e.g. mucus, sputum, vaginal secretions, faeces, urine) collected from any body part for in vitro diagnostic procedures. Inactivation medium will KILL (inactivate) both viral and bacterial pathogens. Sample Collection Kit (tube + swab), containing Inactivation Medium
 Supplied in IVD Peel Pouch containing 2ml fill of Inactivation medium, with RED screw cap and Sterile dry swab with Breakpoint A Sterile swab is a medical device used to collect specimens from any body part for in vitro diagnostic purposes.
 The swab will have a flexible polystyrene shaft with viscose, floxsynthetic or flocked, mini tip, colour white, PCR ready and sterile, with a scored break point and fits securely (once broken) in the tube using a method of capturing the swab securely within the screw cap of tube.
 The swab will be supplied in a peel pouch format and marked with CE number or equivalent UKCA, IVD, storage conditions, sterile, manufacture, part number, lot number and expiry date as a minimum, supplied individually or as part of an IVD PCR Sample collection peel pouch kit.
 Swabs will be used to collect viral and bacterial targets from various orifices of the human body, such As:
 Nasal, throat, ear, cervix, nasopharyngeal, skin, toe nails, vaginal and urethral. This lot captures a range of miscellaneous products, which may be required for use across NHS Scotlandâs Laboratory Estate. The range of products contained within this lot are as follows,
 Item 1 	1 Litre bottle inactivation medium (lysis buffer)
 Item 2 	Replacement blue screw caps
 Item 3 	7ml tube (empty) and loose yellow caps
 Item 4 	Individual Sterile packaged dry swabs without break point. - A Sterile swab is a medical device used to collect specimens from any body part for in vitro diagnostic purposes. The swab will have a flexible polystyrene shaft with viscose, flosynthetic or flocked, mini tip, colour white, PCR ready and sterile, with a scored break point and fits securely (once broken) in the tube using a method of capturing the swab securely within the screw cap of tube.
 The swab will be supplied in a peel pouch format and marked with CE number or equivalent UKCA, IVD, storage conditions, sterile, manufacture, part number, lot number and expiry date as a minimum, supplied individually or as part of an IVD PCR Sample collection peel pouch kit.
 Swabs will be used to collect viral and bacterial targets from various orifices of the human body, such As:
 Nasal, throat, ear, cervix, nasopharyngeal, skin, toe nails, vaginal and urethral.
 Item 5 	Transport pack UN3373 compliant for various tube sizes â sealed bag for internal transportation.
 Item 6	Transport pack UN3373 compliant for various tube sizes â sealed bag with absorption pad for internal and external transportation by courier or Royal Mail.
 Item 7 	Transport pack UN3373 compliant for various tube sizes â rigid container for use in securely transporting by courier or Royal Mail. Material optional,",The Common Services Agency (more commonly known as Public Services Delivery Scotland) (PSD Scotland)
NP16726 Multi Modality Imaging Equipment and Maintenance Framework,2026-07-13,SCT,350000000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000832628,rls-52-JUN557846,31643100 33110000 33111000 33111400 33111500 33111600 33111610 33111620 33111650 33111660 33111700 33111800 33112000 33112300 33112310 33113000 33113100 33115000 33115100 33124120 33141310 33150000 33151100 33153000 44211100 50420000 50421000 50421200 51400000 51410000 51411000,"Supply, Maintenance, Servicing and Repair of Bladder Scanners. Framework Agreement for the supply, installation, and/or maintenance of contrast and radiopharmaceutical injectors and the supply of syringes and other consumables that are used with the above mentioned Injector systems for use with Diagnostic Imaging Equipment. OEM and 3rd Party (Multi Vendor) maintenance and servicing of Diagnostic Imaging Equipment including but not limited to X-Ray, Computed Radiography, CT, MR, PET/CT, Mammography, Fluoroscopy, Lithotripter, Interventional, Dental, Bone Densitometry, Image Intensifier, Nuclear Imaging, Injectors, Specimen cabinets, Digital systems for scoliosis Ultrasound, Linear Accelerators and Bladder Scanners Framework Agreement for the supply, installation, and/or maintenance of mammography vacuum devices and/ or the supply of associated consumables as well as mammography non-wire lesion localisation detectors, mammography non-wire lesion localisation devices, sentinel lymph node location detectors and sentinel lymph node location non-radioactive tracer fluids used in mammography. Supply, Installation (including pre-installation works undertaken as a turnkey contract with the equipment supplier) and maintenance of Diagnostic Imaging & Therapy Equipment including but not limited to X-Ray, Computed Radiography, Angiography, Fluoroscopy, Lithotripsy, CT, MR, PET/CT, Mammography, Lithotripter, Interventional, Dental, Bone Densitometry, Image Intensifiers, Nuclear Imaging, Linear Accelerator Specimen cabinets, Linacs, Scoliosis Imaging Systems and Ultrasound, Mobile units or modular builds where undertaken as a turnkey contract with the equipment supplier.",The Common Services Agency (more commonly known as Public Services Delivery Scotland) (PSD Scotland)
NHS GGC Radiotherapy Linac,2026-07-13,SCT,2800000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000833411,rls-54-JUN557787,33150000 33151000,"Greater Glasgow Health Board (more commonly known as NHS Greater Glasgow and Clyde) has identified a requirement for one (1) Linear Accelerator to replace ageing equipment which has reached the end of its recommended life expectancy at the Beatson Satellite, located at the University Hospital Monklands in Airdrie, Lanarkshire.",NHS Greater Glasgow and Clyde
NHSDG Estates & Property ICES LOLER Inspection,2026-07-09,SCT,90000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000833841,rls-76-JUN557309,33192600 71631000,"The key services being sought are in relation to ICES LOLER Inspection Services are Lifting Operations and Lifting Equipment Regulations 1998 (LOLER) inspections will be required in individual households as part of the âIntegrated Community Equipment Service.â The âIntegrated Community Equipment Serviceâ is a joint venture which manages equipment and adaptations provision on behalf of NHS Dumfries & Galloway and Dumfries & Galloway Council. Any other partner organisation may be included in this contract at a later date; we reserve the right to renegotiate their inclusion into this contract. NHS Dumfries & Galloway and Dumfries & Galloway Council Social Services department provide equipment and adaptations, which aim to meet the needs of people with illness or disability, enabling them to remain at home and in all aspects of daily life, be as independent as possible. A substantial number of visits will be required to approximately three hundred private residences throughout the region.",Dumfries and Galloway Health Board
Provision of Internal and External Hand / Grab Rails,2026-07-02,SCT,371912.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000833293,rls-88-JUN557036,30195800 33100000 33196000 33196200 34941000 34946110 44220000 44316000 44520000 45310000 45330000 45400000 45420000 45421000 45421100 45421140 45421150 45421160 45450000 45453000 50000000 50700000 51410000,This procurement will follow the open tender process.,North Ayrshire Council
Central Venous Catheters,2026-07-03,SCT,13000000.0,https://www.publiccontractsscotland.gov.uk/search/show/ocds-r6ebe6-0000819559,rls-89-JUN557010,33141200 33141240 33141310,"We require a Coated Central Venous Catheter (CVC) which will minimise the risk of infection and is for use in, but not limited to; administering medication or fluids that are unable to be taken by mouth or would harm a smaller peripheral vein, to obtain blood tests and to measure central venous pressure. We require a Non-Coated Central Venous Catheter (CVC) which will minimise the risk of infection and is for use in, but not limited to; administering medication or fluids that are unable to be taken by mouth or would harm a smaller peripheral vein, to obtain blood tests and to measure central venous pressure. We require a Paediatric Central Venous Catheter (CVC) for use in, but not limited to; administering medication or fluids that are unable to be taken by mouth or would harm a smaller peripheral vein, to obtain blood tests and to measure central venous pressure. We require a Midline Catheter for longer term IV access which is ideal for patients whose treatment is expected to last more than three (3) days. We require a Skin Tunnelling Catheter suitable for long term insertion for use in, but not limited to; taking a blood sample, giving medication, giving blood or blood products, giving chemotherapy, intravenous feeding, bone marrow transplantation, and photopheresis. We require a (Peripherally Inserted Central Catheter) PICC Line (Antimicrobial), which is used for a prolonged period of time for Chemotherapy or Antibiotic therapy along with the administration of substances that should not be done peripherally. We require a (Peripherally Inserted Central Catheter) PICC Line (Non-Coated), which is used for a prolonged period of
 time for Chemotherapy or Antibiotic therapy along with the administration of substances that should not be done peripherally. We require a Seldinger arterial lines used in the Seldinger technique of inserting a catheter over a guidewire to safely place a tube into an artery for continuous blood pressure monitoring and blood sampling. We require a Non-Seldinger Arterial Cannulas used in an acute care setting. We require IV Flush Saline Pre-filled Syringes used in a healthcare settings for flushing and maintaining indwelling vascular access devices, like, PICC lines, and central venous catheters. We require Stabilisation Devices used within a clinical healthcare setting. We require a Dialysis Central Venous Catheter which will provide immediate vascular access for haemodialysis, used either temporarily or long-term depending on patient needs. Accessories - Unscored Lot.
 This Lot is for items which don't fall into Lots 1-14 but are used in association with an item(s) submitted in another Lot. These items must be relevant to any of the items within Lots 1-14 of the framework. The Authority reserves the right to accept or decline any items submitted into this Lot onto the framework. Suppliers are only awarded to this Lot if they have been successfully awarded to one of the scored Lots(1-14). Innovation - Unscored Lot.
 For items which are yet to be made available to the market, but will become available over the duration of the framework. These items must be relevant to any of the items within Lots 1-14. The Authority reserves the right to accept or decline any items submitted into this
 Lot onto the framework. Suppliers are automatically awarded to this Lot if they have been successfully awarded to any of the other Lots(1-14). We require Implantable Ports used within a clinical healthcare setting. We require Central Venous Catheters Insertion Packs used in a clinical healthcare setting.
 This is an unscored Lot and suppliers are not automatically awarded to this Lot. To be awarded to this Lot suppliers must first meet all mandatory requirements and tendered against any of the scored Lots within this tender.",The Common Services Agency (more commonly known as NHS National Services Scotland) (NSS)
